fish_id,site_id,year,day,month,location,fish_num,species,length,height,Lep_cope,chalA,chalB,Lep_PAmale,Lep_PAfemale,Lep_male,Lep_nongravid,Lep_gravid,Caligus_cope,Caligus_mot,Caligus_gravid,unid_cope,chal_unid,unid_PA,unid_adult,chal_scar,pred_scar,mot_scar,hem,mateguarding,eroded_gill,blue_blotches,pinched_belly,scales,white_eye,Grazed_gill_plate,Lironca,comments,sum_all_lice,Prevalence,Motile Lep,Motile Caligus,chal,attached 
759,43,2019,4,5,Cypre River,23,chum,45,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,2,2
760,44,2019,4,5,Ritchie Bay,1,chum,44,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1
761,44,2019,4,5,Ritchie Bay,2,chum,51,8,,,3,,,,,,,,,,,,,,,,,,1,1,,,,,,GGP,3,1,0,0,3,3
762,44,2019,4,5,Ritchie Bay,3,chum,51,9,,1,2,,,,1,,,,,,,,,1,,,,,,,,,,,,,4,1,1,0,3,3
763,44,2019,4,5,Ritchie Bay,4,chum,49,8,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,Eye,0,0,0,0,0,0
764,44,2019,4,5,Ritchie Bay,5,chum,46,8,,,2,,,,,,,,,,,,,1,,,,,,1,,,,,,,2,1,0,0,2,2
765,44,2019,4,5,Ritchie Bay,6,chum,52,8,2,7,3,,,,,,,,,,,,,3,,,,,,,,,,,,,12,1,0,0,10,12
766,44,2019,4,5,Ritchie Bay,7,chum,47,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
767,44,2019,4,5,Ritchie Bay,8,chum,52,9,1,2,2,,,,,,,,,,,,,1,,,,,,1,,,,,,,5,1,0,0,4,5
768,44,2019,4,5,Ritchie Bay,9,chum,48,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
769,44,2019,4,5,Ritchie Bay,10,chum,55,9,,,2,,,,,,,,,,,,,1,,,,,,,,1,,,,,2,1,0,0,2,2
770,44,2019,4,5,Ritchie Bay,11,chum,47,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,White eye,3,1,0,0,2,3
771,44,2019,4,5,Ritchie Bay,12,chum,52,9,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,2,1,0,0,2,2
772,44,2019,4,5,Ritchie Bay,13,chum,49,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,2,3
773,44,2019,4,5,Ritchie Bay,14,chum,46,7,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,White eye,2,1,0,1,0,1
774,44,2019,4,5,Ritchie Bay,15,chum,51,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,White eye,0,0,0,0,0,0
775,44,2019,4,5,Ritchie Bay,16,chum,44,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,1,2
776,44,2019,4,5,Ritchie Bay,17,chum,60,9,,1,3,,,,,,,,,,,,,1,,,1,,,,,1,,,,Tail,4,1,0,0,4,4
777,44,2019,4,5,Ritchie Bay,18,chum,52,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,White eye,0,0,0,0,0,0
778,44,2019,4,5,Ritchie Bay,19,chum,52,9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1
779,44,2019,4,5,Ritchie Bay,20,chum,52,8,1,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,5,1,0,0,4,5
780,44,2019,4,5,Ritchie Bay,21,chum,36,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1
781,44,2019,4,5,Ritchie Bay,22,chum,45,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
782,44,2019,4,5,Ritchie Bay,23,chum,43,7,2,3,,,,,,,,,,,,,,1,,,,,,1,,,,,,,5,1,0,0,3,5
783,44,2019,4,5,Ritchie Bay,24,chum,49,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,1,2
784,44,2019,4,5,Ritchie Bay,25,chum,47,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1
785,44,2019,4,5,Ritchie Bay,26,chum,53,7,1,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,Bird,3,1,0,0,2,3
786,44,2019,4,5,Ritchie Bay,27,chum,45,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1
787,44,2019,4,5,Ritchie Bay,28,chum,45,7,,,,,,,,,,,,,,,,,,,,,,1,,,,,,White eye,0,0,0,0,0,0
788,44,2019,4,5,Ritchie Bay,29,chum,43,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1
789,44,2019,4,5,Ritchie Bay,30,chum,42,6,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,1,0,0,1,2
790,44,2019,4,5,Ritchie Bay,31,chum,51,8,2,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,White eye,4,1,0,0,2,4
791,44,2019,4,5,Ritchie Bay,32,chum,53,7,,2,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,3,1,0,0,3,3
792,44,2019,4,5,Ritchie Bay,33,chum,51,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1
793,44,2019,4,5,Ritchie Bay,34,chum,51,9,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,0,0,1,1
794,44,2019,4,5,Ritchie Bay,35,chum,59,9,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,Fish,1,1,0,0,0,1
795,44,2019,4,5,Ritchie Bay,36,chum,41,7,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,1,0,0,1,1
796,44,2019,4,5,Ritchie Bay,37,chum,57,9,,,3,,,,,,,1,,,,,,2,,,,,,1,,1,,,,Kinked tail,4,1,0,1,3,3
797,44,2019,4,5,Ritchie Bay,38,chum,51,9,1,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,GGP,3,1,0,1,1,2
798,44,2019,4,5,Ritchie Bay,39,chum,46,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1
799,44,2019,4,5,Ritchie Bay,40,chum,53,7,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,0,0,1,1
800,44,2019,4,5,Ritchie Bay,41,chum,44,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
801,44,2019,4,5,Ritchie Bay,42,chum,48,8,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,1,0,1,0,0
802,44,2019,4,5,Ritchie Bay,43,chum,49,7,,2,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,2,1,0,0,2,2
803,44,2019,4,5,Ritchie Bay,44,chum,55,8,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,White eye,1,1,0,0,1,1
804,44,2019,4,5,Ritchie Bay,45,chum,45,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1
805,44,2019,4,5,Ritchie Bay,46,chum,50,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
806,44,2019,4,5,Ritchie Bay,47,chum,47,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,2
807,44,2019,4,5,Ritchie Bay,48,chum,49,8,1,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,5,1,0,0,4,5
808,44,2019,4,5,Ritchie Bay,49,chum,41,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1
809,44,2019,4,5,Ritchie Bay,50,chum,43,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
810,45,2019,8,5,Cypre River,1,coho,90,16,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,0,0,0,1
811,45,2019,8,5,Cypre River,2,coho,84,16,,,,,,,,,,,,,,,,,,,,,,,,1,,,,white eye,0,0,0,0,0,0
812,45,2019,8,5,Cypre River,3,chum,57,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
813,45,2019,8,5,Cypre River,4,chum,61,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,2,2
814,45,2019,8,5,Cypre River,5,chum,60,9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,white eye,1,1,0,0,1,1
815,45,2019,8,5,Cypre River,6,chum,62,9,1,1,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,3,1,0,1,1,2
816,45,2019,8,5,Cypre River,7,chum,61,8,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,0,0,0,0,0,0
817,45,2019,8,5,Cypre River,8,chum,54,7,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,bird,1,1,0,0,1,1
818,45,2019,8,5,Cypre River,9,chum,51,8,1,1,2,,,,,,,,,,,,,,,,,,,1,,,,,,GGP,4,1,0,0,3,4
819,45,2019,8,5,Cypre River,10,chum,59,8,1,5,2,2,2,,,,,1,,,,,,1,,,,,,,,1,,,,,13,1,4,1,7,8
820,45,2019,8,5,Cypre River,11,chum,57,8,,2,,,,,,,,,,,,,,1,1,,1,,,,,1,,,,"Fish, flank",2,1,0,0,2,2
821,45,2019,8,5,Cypre River,12,chum,60,9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1
822,45,2019,8,5,Cypre River,13,chum,57,9,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,white eye,4,1,2,0,2,2
823,45,2019,8,5,Cypre River,14,chum,56,9,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,1,0,1,1
824,45,2019,8,5,Cypre River,15,chum,59,8,,4,2,,,,,,,,,,,,,,,,,,,,,1,,,,,6,1,0,0,6,6
825,45,2019,8,5,Cypre River,16,chum,56,9,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,white eye,1,1,0,1,0,0
826,45,2019,8,5,Cypre River,17,chinook,46,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
827,45,2019,8,5,Cypre River,18,chum,53,7,,,,,,,,,,,,,,,,,,,1,,,,,,,,,ANF,0,0,0,0,0,0
828,45,2019,8,5,Cypre River,19,chum,55,8,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,0,0,1,1
829,45,2019,8,5,Cypre River,20,chum,58,9,,,,,,,,,,,,,,,,,,,,,,1,,,,,,white eye,0,0,0,0,0,0
830,45,2019,8,5,Cypre River,21,chum,58,9,,4,3,,1,,,,,,,,,,,,1,,1,,,1,,,,,,fish,8,1,1,0,7,7
831,45,2019,8,5,Cypre River,22,chum,59,9,3,3,4,1,1,,,,,,,,,,,1,,,1,,1,,,,,,,"CS, GGP",12,1,2,0,7,10
832,45,2019,8,5,Cypre River,23,chum,53,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1
833,45,2019,8,5,Cypre River,24,chum,53,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
834,45,2019,8,5,Cypre River,25,chum,55,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,white eye,1,1,0,0,1,1
835,45,2019,8,5,Cypre River,26,chum,53,9,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,ANF,1,1,1,0,0,0
836,45,2019,8,5,Cypre River,27,chum,55,8,,4,3,,,,,,,,,,,,,3,,,1,,,,,,,,,"Flank, white eye",7,1,0,0,7,7
837,45,2019,8,5,Cypre River,28,chum,55,9,,1,1,,,,,,,,,,,,,,,,1,,1,,,,,,,"GGP, ANF",2,1,0,0,2,2
838,45,2019,8,5,Cypre River,29,chum,51,8,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,2,2
839,45,2019,8,5,Cypre River,30,chinook,49,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
840,45,2019,8,5,Cypre River,31,chum,57,8,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,white eye,2,1,1,0,1,1
841,45,2019,8,5,Cypre River,32,chum,57,8,,3,1,,,,,,,,,,,,,3,,,,,,,,1,,,,,4,1,0,0,4,4
842,45,2019,8,5,Cypre River,33,chinook,57,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
843,45,2019,8,5,Cypre River,34,chum,53,8,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,white eye,1,1,0,0,1,1
844,45,2019,8,5,Cypre River,35,chum,54,10,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,1,0,0,2,2
845,45,2019,8,5,Cypre River,36,chum,57,9,,2,,1,,,,,,,,,,,,1,,,1,,,,,1,,,,CS,3,1,1,0,2,2
846,45,2019,8,5,Cypre River,37,chum,78,12,1,8,3,,,,,,,,,,,,,1,,,,,,,,1,,,,white eye,12,1,0,0,11,12
847,45,2019,8,5,Cypre River,38,chum,52,7,,,2,2,,,,,,,,,,,,1,,,,,,,,,,,,,4,1,2,0,2,2
848,45,2019,8,5,Cypre River,39,chum,55,8,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,1,0,1,0,0
849,45,2019,8,5,Cypre River,40,chum,58,9,,3,2,,,,,,,,,,,,,1,,,1,,,1,,,,,,CS,5,1,0,0,5,5
850,45,2019,8,5,Cypre River,41,chum,58,9,,1,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,3,1,0,1,2,2
851,45,2019,8,5,Cypre River,42,chum,56,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
852,45,2019,8,5,Cypre River,43,chum,50,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1
853,45,2019,8,5,Cypre River,44,chum,48,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
854,45,2019,8,5,Cypre River,45,chum,56,9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,white eye,1,1,0,0,1,1
855,45,2019,8,5,Cypre River,46,chum,57,9,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0
856,45,2019,8,5,Cypre River,47,chum,59,10,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1
857,45,2019,8,5,Cypre River,48,chum,53,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
858,45,2019,8,5,Cypre River,49,chum,58,10,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,ANF,1,1,0,0,1,1
859,45,2019,8,5,Cypre River,50,chinook,55,11,,1,1,,,,,,,,,,,,,2,,,1,,,,,1,,,,ANF,2,1,0,0,2,2
860,45,2019,8,5,Cypre River,51,chum,54,9,,,,1,,,,,,,,,,,,,,,,,,,,,,,,white eye,1,1,1,0,0,0
861,45,2019,8,5,Cypre River,52,chum,54,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,white eye,2,1,0,0,2,2
862,45,2019,8,5,Cypre River,53,chinook,55,11,,1,,,,,,,,,,,,,,,,,,,,,,,,,,white eye,1,1,0,0,1,1
863,45,2019,8,5,Cypre River,54,chum,55,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
864,45,2019,8,5,Cypre River,55,chinook,59,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,white eye,0,0,0,0,0,0
865,45,2019,8,5,Cypre River,56,chum,55,9,,1,1,,,,,,,,,,,,,2,,,,,,,,,,,,white eye,2,1,0,0,2,2
866,45,2019,8,5,Cypre River,57,chinook,47,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
867,45,2019,8,5,Cypre River,58,chinook,55,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
868,45,2019,8,5,Cypre River,59,chum,51,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,1,3
869,45,2019,8,5,Cypre River,60,chum,55,9,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,1,0,1,1,1
870,46,2019,8,5,Ritchie Bay,1,chum,68,12,,5,,2,1,,,,,1,,,,,,2,,,,,,,,1,,,,,9,1,3,1,5,5
871,46,2019,8,5,Ritchie Bay,2,chum,44,7,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,3,3
872,46,2019,8,5,Ritchie Bay,3,chum,63,12,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,white eye,2,1,0,1,0,1
873,46,2019,8,5,Ritchie Bay,4,chum,69,12,1,4,1,,1,1,,,,1,,,,,,1,,,,,,,,1,,,,,9,1,2,1,5,6
874,46,2019,8,5,Ritchie Bay,5,chum,44,7,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0,0,8,8
875,46,2019,8,5,Ritchie Bay,6,chum,65,10,,6,1,,,,,,,1,,,,,,1,,,,,1,,,1,,,,,8,1,0,1,7,7
876,46,2019,8,5,Ritchie Bay,7,chum,46,6,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0,0,7,7
877,46,2019,8,5,Ritchie Bay,8,chum,46,8,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,white eye,5,1,0,0,4,5
878,46,2019,8,5,Ritchie Bay,9,chum,69,11,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,white eye,4,1,1,1,1,2
879,46,2019,8,5,Ritchie Bay,10,chum,60,10,,2,2,1,1,,,,,,,,,,,,,,1,,1,,,1,,,,ANF,6,1,2,0,4,4
880,46,2019,8,5,Ritchie Bay,11,chum,65,12,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,0,0,0
881,46,2019,8,5,Ritchie Bay,12,chum,57,10,,2,2,,,,,,,,,,,,,1,,,,,,,,,,,,,4,1,0,0,4,4
882,46,2019,8,5,Ritchie Bay,13,chum,63,11,,3,1,,,,,,,,,,,,,,,,,,,,,1,,,,,4,1,0,0,4,4
883,46,2019,8,5,Ritchie Bay,14,chum,56,9,,1,,1,,,,,,,,,,,,,1,,,,,1,,,,,,Fish,2,1,1,0,1,1
884,46,2019,8,5,Ritchie Bay,15,chum,58,10,,2,,1,1,,,,,,,,,,,,,,1,,1,,,,,,,ANF,4,1,2,0,2,2
885,46,2019,8,5,Ritchie Bay,16,chum,68,12,1,2,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,4,1,0,0,3,4
886,46,2019,8,5,Ritchie Bay,17,chum,65,11,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,0,0,0
887,46,2019,8,5,Ritchie Bay,18,chum,58,9,1,1,,1,,,,,,1,,,,,,1,,,,,,1,,1,,,,,4,1,1,1,1,2
888,46,2019,8,5,Ritchie Bay,19,chum,56,10,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0,2,3
889,46,2019,8,5,Ritchie Bay,20,chum,63,10,1,1,2,2,2,1,1,,,,,,,,,,,,,,1,,,,,,,GGP,10,1,6,0,3,4
890,46,2019,8,5,Ritchie Bay,21,chum,60,10,,1,,,1,,,,,,,,,,,,1,,,,,,,1,,,,Fish,2,1,1,0,1,1
891,46,2019,8,5,Ritchie Bay,22,chum,52,9,1,1,3,1,,,,,,,,,,,,3,,,,,,,,,,,,,6,1,1,0,4,5
892,46,2019,8,5,Ritchie Bay,23,chum,66,12,,1,2,1,,,,,,,,,,,,2,,,,,,,,1,,,,,4,1,1,0,3,3
893,46,2019,8,5,Ritchie Bay,24,chum,62,10,1,5,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,8,1,1,0,6,7
894,46,2019,8,5,Ritchie Bay,25,chum,62,10,,5,,1,,,,,,,,,,,,1,,,,,,,,,,,,,6,1,1,0,5,5
895,46,2019,8,5,Ritchie Bay,26,chum,61,10,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,0,0,1,1
896,46,2019,8,5,Ritchie Bay,27,chum,67,9,,3,,,,,,,,2,,,,,,1,,,1,,,,,,,,,H-chal scar,5,1,0,2,3,3
897,46,2019,8,5,Ritchie Bay,28,chum,57,11,,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0,3,3
898,46,2019,8,5,Ritchie Bay,29,chum,64,11,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,white eye,1,1,0,0,1,1
899,46,2019,8,5,Ritchie Bay,30,chum,56,9,3,2,4,1,2,,,,,,,,,,,1,,1,1,,1,,,,,,,GGP,12,1,3,0,6,9
900,46,2019,8,5,Ritchie Bay,31,chum,59,9,2,4,3,1,2,,,,,,,,,,,1,,,,,,,,1,,,,scales starting to form,12,1,3,0,7,9
901,46,2019,8,5,Ritchie Bay,32,chum,62,11,,2,2,1,,,,,,,,,,,,,,,,,,,,1,,,,,5,1,1,0,4,4
902,46,2019,8,5,Ritchie Bay,33,chum,53,9,2,3,3,,1,,,,,,,,,,,2,,,,,1,,,,,,,GGP,9,1,1,0,6,8
903,46,2019,8,5,Ritchie Bay,34,chum,64,11,,,2,2,,,,,,1,,,,,,1,,,1,,,,,,,,,ANF,5,1,2,1,2,2
904,46,2019,8,5,Ritchie Bay,35,chum,56,9,1,2,2,3,2,,,,,1,,,,,,2,,,1,,,1,,1,,,,H-chal B cal scar,11,1,5,1,4,5
905,46,2019,8,5,Ritchie Bay,36,chum,58,9,1,2,3,,,,,,,,,,,,,1,,,,,,,,,,,,,6,1,0,0,5,6
906,46,2019,8,5,Ritchie Bay,37,chum,58,9,1,4,,,,,,,,,,,,,,,,,,,1,,,,,,,GGP,5,1,0,0,4,5
907,46,2019,8,5,Ritchie Bay,38,chum,62,10,,7,2,1,1,,,,,,,,,,,3,,,,,1,,,,,,,GGP,11,1,2,0,9,9
908,46,2019,8,5,Ritchie Bay,39,chum,69,10,1,7,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,10,1,2,0,7,8
909,46,2019,8,5,Ritchie Bay,40,chum,58,10,2,1,4,,1,,,,,,,,,,,1,,,,,,1,,1,,,,,8,1,1,0,5,7
910,46,2019,8,5,Ritchie Bay,41,chum,62,11,1,6,1,,,,,,,1,,,,,,,,,,,,,,,,,,,9,1,0,1,7,8
911,46,2019,8,5,Ritchie Bay,42,chum,53,10,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,0,0,1,1
912,46,2019,8,5,Ritchie Bay,43,chum,58,9,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,0,0,0,0,0
913,46,2019,8,5,Ritchie Bay,44,chum,55,9,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0,1,3
914,46,2019,8,5,Ritchie Bay,45,chum,64,10,,1,1,2,2,,,,,,,,,,,,,,,,,,,1,,,,white eye,6,1,4,0,2,2
915,46,2019,8,5,Ritchie Bay,46,chum,57,10,,2,1,1,1,,,,,,,,,,,,,1,,,1,,,1,,,,"GGP, white eye",5,1,2,0,3,3
916,46,2019,8,5,Ritchie Bay,47,chum,68,10,2,2,,,1,,,,,,,,,,,,,,,,,,,1,,,,,5,1,1,0,2,4
917,46,2019,8,5,Ritchie Bay,48,chum,59,9,1,1,3,1,1,,,,,,,,,,,1,,,,,,,,,,,,,7,1,2,0,4,5
918,46,2019,8,5,Ritchie Bay,49,chum,53,8,,4,3,,,,,,,,,,,,,3,,,,,,1,,,,,,,7,1,0,0,7,7
919,46,2019,8,5,Ritchie Bay,50,chum,60,10,,5,2,2,1,,,,,,,,,,,1,,,1,,1,,,1,,,,"GGP on both sides, white eye, H-chal scar",10,1,3,0,7,7
920,46,2019,8,5,Ritchie Bay,51,chum,73,11,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,1,0,0,2,2
921,46,2019,8,5,Ritchie Bay,52,chum,64,10,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,1,0,0,2,2
922,46,2019,8,5,Ritchie Bay,53,chum,64,9,,3,1,,,,,,,,,,,,,,,,,,,,,1,,,,"scarred flank, white eye",4,1,0,0,4,4
923,46,2019,8,5,Ritchie Bay,54,chum,53,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,2,2
924,46,2019,8,5,Ritchie Bay,55,chum,54,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,2,2
925,46,2019,8,5,Ritchie Bay,56,chum,64,10,,2,,,1,,,,,,,,,,,,,,,,,,,1,,,,,3,1,1,0,2,2
926,46,2019,8,5,Ritchie Bay,57,chum,56,10,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,white eye,1,1,0,0,1,1
927,46,2019,8,5,Ritchie Bay,58,chum,59,9,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,0,0,1,1
928,46,2019,8,5,Ritchie Bay,59,chum,71,12,,6,1,,1,,,,,,,,,,,1,,,,,,,,1,,,,,8,1,1,0,7,7
929,47,2019,8,5,Buckle Bay,1,chum,51,7,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,1,0,0,2,2
930,47,2019,8,5,Buckle Bay,2,chum,54,9,,7,2,1,1,,,,,,,,,,,1,,,,,,1,,,,,,gill parasite,11,1,2,0,9,9
931,47,2019,8,5,Buckle Bay,3,chum,46,7,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,1,0,0,2,2
932,47,2019,8,5,Buckle Bay,4,chum,55,9,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,0,0,1,1
933,47,2019,8,5,Buckle Bay,5,chum,53,10,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,white eye,3,1,0,0,3,3
934,47,2019,8,5,Buckle Bay,6,chum,46,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,white eye,1,1,0,0,1,1
935,47,2019,8,5,Buckle Bay,7,chum,62,12,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,0,3,4
936,47,2019,8,5,Buckle Bay,8,chum,50,8,,2,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,3,1,0,0,3,3
937,47,2019,8,5,Buckle Bay,9,chum,62,11,,7,,,1,,,,,,,,,,,,,,,,,1,,,,,,white eye,8,1,1,0,7,7
938,47,2019,8,5,Buckle Bay,10,chum,54,9,2,4,2,1,1,,,,,,,,,,,,,,,,,1,,,,,,white eye,10,1,2,0,6,8
939,47,2019,8,5,Buckle Bay,11,chum,54,10,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,0,0,0,1
940,47,2019,8,5,Buckle Bay,12,chum,52,9,,1,2,2,1,,,,,,,,,,,3,,,1,,,1,,,,,,CS,6,1,3,0,3,3
941,47,2019,8,5,Buckle Bay,13,chum,53,9,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,1,0,0,1,2
942,47,2019,8,5,Buckle Bay,14,chum,45,7,1,4,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,6,1,0,0,5,6
943,47,2019,8,5,Buckle Bay,15,chum,57,8,1,2,,,,,,,,,,,,,,,,,1,,,1,,1,,,,ANF,3,1,0,0,2,3
944,47,2019,8,5,Buckle Bay,16,chum,50,9,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,white eye,3,1,0,0,3,3
945,47,2019,8,5,Buckle Bay,17,chum,41,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1
946,47,2019,8,5,Buckle Bay,18,chum,41,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1
947,47,2019,8,5,Buckle Bay,19,chum,45,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,white eye,2,1,0,0,2,2
948,47,2019,8,5,Buckle Bay,20,chum,54,9,,2,1,,,,,,,,,,,,,,,,1,,,,,,,,,CDF,3,1,0,0,3,3
